destino,city_code,hotel_code,hotel_name,hotel_city_code,area_id,giata_id,country_iso_code,country_name,address,email,latitude,longitude,rating
Cayo Guillermo,CAYG,HCGUISFIHH,STARFISH CAYO GUILLERMO,CAYG,CAYO GUILLERMO,34003.0,CU,CUBA,STARFISH CAYO GUILLERMO,nan,22.574871,-78.641907,3.0
Cayo Guillermo,CAYG,HCGSOLCGM,HOTEL VIGIA,CAYG,CAYO GUILLERMO,21835.0,CU,CUBA,"JARDINES DEL REY, CAYO GUILLERMO.",ventas1@vigiacg.gca.tur.cu; booking@distalcaribe.co.cu,22.589950,-78.654300,4.0
Cayo Guillermo,CAYG,HCGMIBPPD,HOTEL IBEROSTAR ORIGIN PLAYA PILAR ,CAYG,CAYO GUILLERMO,423995.0,CU,CUBA,KILÓMETRO 55 APLAYA PILAR CAYO GUILLERMO,nan,22.611660,-78.684042,5.0
Cayo Guillermo,CAYG,HCGMIBPP,HOTEL IBEROSTAR ORIGIN PLAYA PILAR ,CAYG,CAYO GUILLERMO,423995.0,CU,CUBA,KILÓMETRO 55 APLAYA PILAR CAYO GUILLERMO,nan,22.611660,-78.684042,5.0
Cayo Guillermo,CAYG,HCGMIBDAIQ,HOTEL IBEROSTAR DAIQUIRI,CAYG,CAYO GUILLERMO,5904.0,CU,CUBA,CAYO GUILLERMO,nan,22.579989,-78.647120,4.0
Cayo Guillermo,CAYG,HCGMIBDAID,HOTEL IBEROSTAR DAIQUIRI,CAYG,CAYO GUILLERMO,5904.0,CU,CUBA,CAYO GUILLERMO,nan,22.579989,-78.647120,4.0
Cayo Guillermo,CAYG,HCGMELCGM,HOTEL CAMINO DEL MAR,CAYG,CAYO GUILLERMO,17224.0,CU,CUBA,"CAYO GUILLERMO, CIEGO DE AVILA",jefe.reservas.cg@cdmar.gca.tur.cu;booking@distalcaribe.co.cu,22.589059,-78.654145,5.0
Cayo Guillermo,CAYG,HCGGRKTG,PLAYA LUXURY CAYO GUILLERMO,CAYG,CAYO GUILLERMO,1079596.0,CU,CUBA,"CAYO GUILLERMO, CIEGO DE AVILA",nan,22.611704,-78.705698,5.0
Cayo Guillermo,CAYG,HCGGMI,GRAN MUTHU IMPERIAL ,CAYG,CAYO GUILLERMO,1280584.0,CU,CUBA,"CYO GUILLERMO, CIEGO DE AVILA, CUBA",jefe.ventas@mgmimperial.co.cu; booking@distalcaribe.co.cu,22.598675,-78.662254,5.0
Cayo Guillermo,CAYG,HCGGM,HOTEL GRAND MUTHU CAYO GUILLERMO ,CAYG,CAYO GUILLERMO,669523.0,CU,CUBA,"CYO GUILLERMO, CIEGO DE AVILA, CUBA",reservas@cg.grandmuthu.co.cu; booking@distalcaribe.co.cu,22.597051,-78.659840,5.0
Cayo Largo,CYL,VCAYOMARIN,VILLA MARINA,CYL,CAYO LARGO,,CU,CUBA,"CAYO LARGO DEL SUR, ISLA DE LA JUVENTUD,",nan,21.624197,-81.566160,4.0
Cayo Largo,CYL,VCAYOMARIH,VILLA MARINA,CYL,CAYO LARGO,195895.0,CU,CUBA,"CAYO LARGO DEL SUR, ISLA DE LA JUVENTUD,",nan,21.624197,-81.566160,4.0
Cayo Largo,CYL,VCAYOLINDH,VILLA LINDAMAR,CYL,CAYO LARGO,16362.0,CU,CUBA,"CAYO LARGO DEL SUR, ISLA DE LA JUVENTUD,",nan,21.598965,-81.517260,4.0
Cayo Largo,CYL,VCAYOLINDA,VILLA LINDAMAR,CYL,CAYO LARGO,16362.0,CU,CUBA,"CAYO LARGO DEL SUR, ISLA DE LA JUVENTUD,",nan,21.598965,-81.517260,4.0
Cayo Largo,CYL,VCAYOCAPRI,VILLA CAPRICE,CYL,CAYO LARGO,1718.0,CU,CUBA,"CAYO LARGO DEL SUR, ISLA DE LA JUVENTUD,",nan,21.600789,-81.506006,4.0
Cayo Largo,CYL,VCAYOCAPRH,VILLA CAPRICE,CYL,CAYO LARGO,1718.0,CU,CUBA,"CAYO LARGO DEL SUR, ISLA DE LA JUVENTUD,",nan,21.600789,-81.506006,4.0
Cayo Largo,CYL,HCYOSFCLH,STARFISH CAYO LARGO,CYL,CAYO LARGO,1717.0,CU,CUBA,"ARCHIPIÉLAGO DE LOS CANARREOS,",nan,21.602108,-81.523051,4.0
Cayo Largo,CYL,HCYOMELCYL,MEMORIES CAYO LARGO,CYL,CAYO LARGO,21836.0,CU,CUBA,"ARCHIPIÉLAGO DE LOS CANARREOS, CUBA",nan,21.599477,-81.529611,4.0
Cayo Largo,CYL,HCYOMELCYH,MEMORIES CAYO LARGO,CYL,CAYO LARGO,21836.0,CU,CUBA,"ARCHIPIÉLAGO DE LOS CANARREOS, CUBA",nan,21.599477,-81.529611,4.0
Cayo Largo,CYL,HCYOIBPLBH, SANCTUARY AT GRAND MEMORIES CAYO LARGO,CYL,CAYO LARGO,866402.0,CU,CUBA,ARCHIPIELAGO DE LOS CANARREOS,nan,21.604808,-81.500697,5.0
Cayo Largo,CYL,HCYOIBPLBE, SANCTUARY AT GRAND MEMORIES CAYO LARGO,CYL,CAYO LARGO,866402.0,CU,CUBA,ARCHIPIELAGO DE LOS CANARREOS,nan,21.604808,-81.500697,5.0
Cayo Paredon,CAYP,HGRASCPARE,HOTEL GRAN ASTON CAYO PAREDON,CAYP,CAYO PAREDON,1364465.0,CU,CUBA,"CAYO PAREDON, JARDINES DEL REY",cayoparedonss1@astonhotels.co.cu; booking@distalcaribe.co.cu,23.137801,-82.367057,5.0
Cayo Santa Maria,CSTM,HGMCSMH,HOTEL GRAND MEMORIES CAYO SANTA MARIA ,CSTM,CAYO SANTA MARIA,611485.0,CU,CUBA,"CYO SANTA MARIA, VILLA CLARA, CUBA",nan,22.657325,-79.029664,5.0
Cayo Santa Maria,CSTM,HGMCSM,HOTEL GRAND MEMORIES CAYO SANTA MARIA ,CSTM,CAYO SANTA MARIA,611485.0,CU,CUBA,"CYO SANTA MARIA, VILLA CLARA, CUBA",nan,22.657325,-79.029664,5.0
Cayo Santa Maria,CSTM,HCSMVALPBL,VALENTIN PERLA BLANCA,CSTM,CAYO SANTA MARIA,406005.0,CU,CUBA,"CAYO SANTA MARIA, VILLA CLARA",reservas1@valentinhotelscayosantamaria.co.cu,22.664889,-78.973179,5.0
Cayo Santa Maria,CSTM,HCSMTHEOTG,THE ONE GALLERY HOTEL,CSTM,CAYO SANTA MARIA,1367348.0,CU,CUBA,"CAYO LAS BRUJAS, CAYOS DE VILLA CLARA",nan,22.624948,-79.155785,5.0
Cayo Santa Maria,CSTM,HCSMSOLCSM,HOTEL SOL CAYO SANTA MARIA ,CSTM,CAYO SANTA MARIA,32100.0,CU,CUBA,"CAYO SANTA MARIA, CAIBARIEN, VILLA CLARA",nan,22.662378,-79.066646,4.0
Cayo Santa Maria,CSTM,HCSMSOLCSD,HOTEL SOL CAYO SANTA MARIA ,CSTM,CAYO SANTA MARIA,32100.0,CU,CUBA,"CAYO SANTA MARIA, CAIBARIEN, VILLA CLARA",nan,22.662378,-79.066646,4.0
Cayo Santa Maria,CSTM,HCSMSELCSM,THE ONE GALLERY HOTEL,CSTM,CAYO SANTA MARIA,1421093.0,CU,CUBA,"CAYO LAS BRUJAS, CAYOS DE VILLA CLARA",nan,22.624949,-79.155791,5.0
Cayo Santa Maria,CSTM,HCSMSECSM,HOTEL GRAND ASTON CAYO LAS BRUJAS,CSTM,CAYO SANTA MARIA,579964.0,CU,CUBA,JARDINES DEL REY 50100,LasBrujasSM@astonhotels.co.cu; booking@distalcaribe.co.cu,22.636022,-79.153877,5.0
Cayo Santa Maria,CSTM,HCSMOCECDM,HOTEL ROC CASA DEL MAR,CSTM,CAYO SANTA MARIA,425695.0,CU,CUBA,"CAIBARIÉN, JARDINES DEL REY, VILLA CLARA",jefe.comercial@roccasadelmar.co.cu;reserva.comercial@roccasadelmar.co.cu,22.662856,-78.991890,0.0
Cayo Santa Maria,CSTM,HCSMMPLCD,HOTEL PARADISUS LOS CAYOS,CSTM,CAYO SANTA MARIA,717803.0,CU,CUBA,"CAYO SANTA MARÍA, KM 48",nan,22.664283,-78.983656,5.0
Cayo Santa Maria,CSTM,HCSMMPLC,HOTEL PARADISUS LOS CAYOS,CSTM,CAYO SANTA MARIA,717803.0,CU,CUBA,"CAYO SANTA MARÍA, KM 48",nan,22.665662,-78.981370,5.0
Cayo Santa Maria,CSTM,HCSMMMPAH,MEMORIES PARAISO BEACH RESORT,CSTM,CAYO SANTA MARIA,359386.0,CU,CUBA,CAYO SANTA MARIA CALBARIEN,nan,22.658257,-79.031513,4.0
Cayo Santa Maria,CSTM,HCSMMMPA,MEMORIES PARAISO BEACH RESORT,CSTM,CAYO SANTA MARIA,359386.0,CU,CUBA,CAYO SANTA MARIA CALBARIEN,nan,22.658257,-79.031513,4.0
Cayo Santa Maria,CSTM,HCSMMELLDU,HOTEL MELIA LAS DUNAS ,CSTM,CAYO SANTA MARIA,76308.0,CU,CUBA,CAYO SANTA MARIA,nan,22.658165,-79.057163,5.0
Cayo Santa Maria,CSTM,HCSMMELLDD,HOTEL MELIA LAS DUNAS ,CSTM,CAYO SANTA MARIA,76308.0,CU,CUBA,CAYO SANTA MARIA,nan,22.658165,-79.057163,5.0
Cayo Santa Maria,CSTM,HCSMMELBUE,HOTEL MELIA BUENAVISTA ,CSTM,CAYO SANTA MARIA,231550.0,CU,CUBA,"CAYO SANTA MARIA, VILLA CLARA",nan,22.667814,-79.086859,5.0
Cayo Santa Maria,CSTM,HCSMMELBUD,HOTEL MELIA BUENAVISTA ,CSTM,CAYO SANTA MARIA,231550.0,CU,CUBA,"CAYO SANTA MARIA, VILLA CLARA",nan,22.667814,-79.086859,5.0
Cayo Santa Maria,CSTM,HCSMMCSMD,HOTEL MELIA CAYO SANTA MARIA,CSTM,CAYO SANTA MARIA,47931.0,CU,CUBA,"CAYO SANTA MARÍA,KM 40, JARDINES DEL REY",nan,22.659687,-79.063598,5.0
Cayo Santa Maria,CSTM,HCSMMCSM,HOTEL MELIA CAYO SANTA MARIA,CSTM,CAYO SANTA MARIA,47931.0,CU,CUBA,"CAYO SANTA MARÍA,KM 40, JARDINES DEL REY",nan,22.659687,-79.063598,5.0
Cayo Santa Maria,CSTM,HCSMIBENSE,HOTEL IBEROSTAR SELECTION ENSENACHOS,CSTM,CAYO SANTA MARIA,64553.0,CU,CUBA,"CAYO ENSENACHOS,",nan,22.643128,-79.087374,5.0
Cayo Santa Maria,CSTM,HCSMIBENSD,HOTEL IBEROSTAR SELECTION ENSENACHOS,CSTM,CAYO SANTA MARIA,64553.0,CU,CUBA,"CAYO ENSENACHOS,",nan,22.643128,-79.087374,5.0
Cayo Santa Maria,CSTM,HCSMGTACR,GRAN MUTHU CAYO SANTA MARIA,CSTM,CAYO SANTA MARIA,310918.0,CU,CUBA,"CAYO SANTA MARIA, CAIBAIRIEN",reservas1@mgmcayosantamaria.co.cu;booking@distalcaribe.co.cu,22.658728,-79.020864,5.0
Cayo Santa Maria,CSTM,HCSMGSCSM,GRAND SIRENIS CAYO SANTA MARÍA,CSTM,CAYO SANTA MARIA,1193090.0,CU,CUBA,"PLAYA LAS SALINAS,52610 CAYO LAS BRUJAS,",reservas@sirenishotels.co.cu; booking@distalcaribe.co.cu,22.624406,-79.155111,5.0
Cayo Santa Maria,CSTM,HCSMGAVPCH,HOTEL PLAYA CAYO SANTA MARIA ,CSTM,CAYO SANTA MARIA,261112.0,CU,CUBA,CAYO SANTA MARIA,reservas1@playacayosantamaria.co.cu,22.658948,-79.049742,5.0
Cayo Santa Maria,CSTM,HCSMD,HOTEL DHAWA CAYO SANTA MARIA ,CSTM,CAYO SANTA MARIA,647770.0,CU,CUBA,"CAYO LAS BRUJAS,50100 CAIBARIEN,VILLA CL",reservas@dhawa.co.cu,22.635340,-79.151787,4.0
Cayo Santa Maria,CSTM,HCSMCLENSD,IBEROSTAR CORAL ENSENACHOS,CSTM,CAYO SANTA MARIA,1110947.0,CU,CUBA,"CAYO ENSENACHOS,",nan,22.643128,-79.087374,5.0
Cayo Santa Maria,CSTM,HCSMCLENS,IBEROSTAR CORAL ENSENACHOS,CSTM,CAYO SANTA MARIA,1110947.0,CU,CUBA,"CAYO ENSENACHOS,",nan,22.643128,-79.087374,5.0
Cayo Santa Maria,CSTM,HCSMBDSCSM,HOTEL RESONANCE MUSIQUE SANTA MARIA,CSTM,CAYO SANTA MARIA,1404000.0,CU,CUBA,"CAYO SANTA MARÍA, CAIBARIÉN, VILLA CLARA",nan,22.657730,-79.041835,4.0
Cayo Santa Maria,CSTM,HCSMBDSCSH,HOTEL RESONANCE MUSIQUE SANTA MARIA,CSTM,CAYO SANTA MARIA,1404000.0,CU,CUBA,"CAYO SANTA MARÍA, CAIBARIÉN, VILLA CLARA",nan,22.657730,-79.041835,4.0
Cayo Santa Maria,CSTM,HCSMBDSCH,SANCTUARY AT GRAND MEMORIES SANTA MARIA,CSTM,CAYO SANTA MARIA,681428.0,CU,CUBA,"CYO SANTA MARIA, VILLA CLARA, CUBA",nan,22.657325,-79.029664,4.0
Cayo Santa Maria,CSTM,HCSMBDRCTG,HOTEL ROYALTON CAYO SANTA MARIA ,CSTM,CAYO SANTA MARIA,297311.0,CU,CUBA,"CAYO SANTA MARIA, CAIBARIEN",nan,22.657433,-79.037608,5.0
Cayo Santa Maria,CSTM,HCSMBDRCSM,HOTEL ROYALTON CAYO SANTA MARIA ,CSTM,CAYO SANTA MARIA,297311.0,CU,CUBA,"CAYO SANTA MARIA, CAIBARIEN",nan,22.657433,-79.037608,5.0
Cayo Santa Maria,CSTM,HCSMACSM,HOTEL ANGSANA CAYO SANTA MARIA ,CSTM,CAYO SANTA MARIA,890763.0,CU,CUBA,"CAYO SANTA MARIA, LAS BRUJAS, CAIBARIEN",reservas@angsanacsm.co.cu,22.636297,-79.141164,5.0
Cienfuegos,CFG,HMSCCFG,HOTEL MELIA SAN CARLOS ,CFG,CIENFUEGOS,717810.0,CU,CUBA,"CALLE SAN CARLOS, ENTRE GACEL Y HORRUTIN",reservas2.mlu@meliacuba.com;booking@distalcaribe.com,22.146199,-80.449900,5.0
Cienfuegos,CFG,HCFGGCRANL,HOTEL RANCHO LUNA ,CFG,CIENFUEGOS,63902.0,CU,CUBA,"KM 17 CARR.A PASACABALLO, PLAYA RANCHO L",comercial@ranluna.cfg.tur.cu; booking@distalcaribe.co.cu,22.035780,-80.414070,3.0
Cienfuegos,CFG,HCFGGCLAUN,LA UNIÓN MANAGED BY MELIÁ HOTELS INTERNATIONAL,CFG,CIENFUEGOS,26429.0,CU,CUBA,CALLE 31 (D' CLOUET) ENTRE 54 Y 56,jefe.reservas.mlu@meliacuba.com,22.127012,-80.451358,4.0
Gibara,GIBC,HTGIBPLCOL,HOTEL E PLAZA COLON,GIBC,GIBARA,1400085.0,CU,CUBA,GIBARA,reservas@cubanacangibara.tur.cu;booking@distalcaribe.co.cu,21.110416,-76.130019,4.0
Gibara,GIBC,HHOLIBGIB, HOTEL  E ORDOÑO,GIBC,GIBARA,365361.0,CU,CUBA,GIBARA,reservas@cubanacangibara.tur.cu;booking@distalcaribe.co.cu,21.109463,-76.128928,4.0
Granma,GRNM,HGRMIAZSRM,HOTEL SIERRA MAESTRA,GRNM,GRANMA,103242.0,CU,CUBA,"GRANMA, CUBA",booking@distalcaribe.co.cu,20.360683,-76.633417,2.0
Granma,GRNM,HGRMGYB,HOTEL GUACANAYABO,GRNM,GRANMA,371537.0,CU,CUBA,AVENIDA CAMILO CIENFUEGOS,nan,20.340288,-77.134147,2.0
Granma,GRNM,HCUGRMARPO,RESONANCE MUSIQUE MAREA,GRNM,GRANMA,16844.0,CU,CUBA,"CARRETERA GRANMA, KM 12 1",nan,19.914345,-77.201479,3.0
Granma,GRNM,HCUGRMARPH,RESONANCE BLUE MAREA,GRNM,GRANMA,1461857.0,CU,CUBA,"CARRETERA GRANMA, KM 12 1, MAREA DEL PO",nan,19.914345,-77.201479,3.0
Granma,GRNM,HCUGRMARHH,RESONANCE MUSIQUE MAREA,GRNM,GRANMA,16844.0,CU,CUBA,"CARRETERA GRANMA, KM 12 1",nan,19.914345,-77.201479,3.0
Guantanamo,GUAQ,HMIAGRA,HOTEL MARTI,GUAQ,GUANTANAMO,554500.0,CU,CUBA,"GUANTANAMO, CUBA",nan,20.143697,-75.203154,3.0
Guantanamo,GUAQ,HGTMGTM, HOTEL GUANTANAMO,GUAQ,GUANTANAMO,367785.0,CU,CUBA,GUANTÁNAMO,nan,20.152681,-75.209384,2.0
Holguin,HOG,HTLTPCVPMA,VILLA PINARES DE MAYARI,HOG,HOLGUIN,299115.0,CU,CUBA,LOMA LA MENSURA PINARES DE MAYARÍ,ejecutivo.comercial@vpinares.co.cu,20.482029,-75.803706,3.0
Holguin,HOG,HHOLIAZPER,HOTEL PERNIK,HOG,HOLGUIN,18964.0,CU,CUBA,HOLGUIN,programadora1@cr.islazul.tur.cu,20.889735,-76.240485,3.0
Holguin,HOG,HHOLCCESAR,HOTEL E SARATOGA,HOG,HOLGUIN,1416798.0,CU,CUBA,"CALLE MARTÍ, ESQUINA MACEO",comercial@cubanacanhlg.tur.cu,20.886142,-76.259469,4.0
Holguin,HOG,HHOLCABH,HOTEL ENCANTO CABALLERIZA,HOG,HOLGUIN,555467.0,CU,CUBA,MIRÓ # 203 % LUZ CABALLERO Y ARICOCHEA,nan,20.885454,-76.257387,4.0
Holguin,HOG,HHOLCAB,HOTEL ENCANTO CABALLERIZA,HOG,HOLGUIN,555467.0,CU,CUBA,MIRÓ # 203 % LUZ CABALLERO Y ARICOCHEA,nan,20.885454,-76.257387,4.0
Holguin,HOG,HDLIGLV,HOTEL VILLA DON LINO ,HOG,HOLGUIN,367783.0,CU,CUBA,CARRETERA PLAYA BLANCA KM 7 1/2,programadora1@cr.islazul.tur.cu,21.087551,-75.996416,3.0
La Habana,HAV,PCHBA,HOTEL BLAU ARENAL HABANA BEACH,HAV,HAVANA,1725.0,CU,CUBA,"LAGUNA DE BOCA CIEGA,SANTA MARÍA DEL MAR",jcarpeta@arenal.tur.cu;booking@distalcaribe.co.cu,23.170511,-82.164119,4.0
La Habana,HAV,HTHAV500,HOTEL VEDADO 500,HAV,HAVANA,1237851.0,CU,CUBA,"27 Y O VEDADO, PLAZA",reserva@vedado.gca.tur.cu; booking@distalcaribe.co.cu,23.142564,-82.385419,3.0
La Habana,HAV,HHMGMH,HOTEL GRAN MUTHU HABANA,HAV,HAVANA,1362180.0,CU,CUBA,"MIRAMAR PLAYA, 3RA Y 70",reservas@mgmhabana.co.cu,23.113422,-82.437900,5.0
La Habana,HAV,HHAVSA,HOTEL SAN ALEJANDRO,HAV,HAVANA,418047.0,CU,CUBA,LA HABANA,nan,23.091783,-82.422759,3.0
La Habana,HAV,HHAVROYAH,HOTEL ROYALTON HABANA,HAV,HAVANA,1024958.0,CU,CUBA,CALLE PRADO E/MALECON Y SAN LAZARO,nan,23.145374,-82.358423,5.0
La Habana,HAV,HHAVROCPRE,HOTEL PRESIDENTE ,HAV,HAVANA,19407.0,CU,CUBA,LA HABANA,reservas@hpdte.gca.tur.cu,23.142851,-82.394552,4.0
La Habana,HAV,HHAVPDLCH,PALACIO DE LOS CORREDORES,HAV,HAVANA,1305792.0,CU,CUBA,"OFICIOS 154, /TENIENTE REY Y AMARGURA",reservas2@occ.gaviota.cu;reservas1@occ.gaviota.cu,23.137462,-82.348932,4.5
La Habana,HAV,HHAVNHVICT,HOTEL NH VICTORIA,HAV,HAVANA,78156.0,CU,CUBA,"CALLE 19 ESQ. M, VEDADO",reservas1@capri.gca.tur.cu,23.141934,-82.384131,4.0
